"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HEALTHEXP","TOT","USD_CAP","A","2008",3310.171,"D"
"AUS","HEALTHEXP","TOT","USD_CAP","A","2009",3562.835,"D"
"AUS","HEALTHEXP","TOT","USD_CAP","A","2010",3610.796,"D"
"AUS","HEALTHEXP","TOT","USD_CAP","A","2011",3794.087,"D"
"AUS","HEALTHEXP","TOT","USD_CAP","A","2012",3805.301,"D"
"AUS","HEALTHEXP","TOT","USD_CAP","A","2013",4179.96,"D"
"AUS","HEALTHEXP","TOT","USD_CAP","A","2014",4300.383,"D"
"AUS","HEALTHEXP","TOT","USD_CAP","A","2015",4413.979,"D"
"AUS","HEALTHEXP","TOT","USD_CAP","A","2016",4513.991,
"AUS","HEALTHEXP","TOT","USD_CAP","A","2017",4543.085,
"AUT","HEALTHEXP","TOT","USD_CAP","A","1980",739.268,
"AUT","HEALTHEXP","TOT","USD_CAP","A","1981",690.629,
"AUT","HEALTHEXP","TOT","USD_CAP","A","1982",744.598,
"AUT","HEALTHEXP","TOT","USD_CAP","A","1983",776.08,
"AUT","HEALTHEXP","TOT","USD_CAP","A","1984",810.5,
"AUT","HEALTHEXP","TOT","USD_CAP","A","1985",875.714,
"AUT","HEALTHEXP","TOT","USD_CAP","A","1986",929.675,
"AUT","HEALTHEXP","TOT","USD_CAP","A","1987",1011.478,
"AUT","HEALTHEXP","TOT","USD_CAP","A","1988",1078.504,
"AUT","HEALTHEXP","TOT","USD_CAP","A","1989",1184.698,
"AUT","HEALTHEXP","TOT","USD_CAP","A","1990",1501.331,"B"
"AUT","HEALTHEXP","TOT","USD_CAP","A","1991",1601.935,
"AUT","HEALTHEXP","TOT","USD_CAP","A","1992",1717.183,
"AUT","HEALTHEXP","TOT","USD_CAP","A","1993",1866.405,
"AUT","HEALTHEXP","TOT","USD_CAP","A","1994",2032.4,
"AUT","HEALTHEXP","TOT","USD_CAP","A","1995",2111.197,
"AUT","HEALTHEXP","TOT","USD_CAP","A","1996",2178.753,
"AUT","HEALTHEXP","TOT","USD_CAP","A","1997",2283.048,
"AUT","HEALTHEXP","TOT","USD_CAP","A","1998",2438.837,
"AUT","HEALTHEXP","TOT","USD_CAP","A","1999",2567.973,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2000",2703.628,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2001",2756.723,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2002",2929.165,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2003",3065.281,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2004",3277.421,"B"
"AUT","HEALTHEXP","TOT","USD_CAP","A","2005",3370.781,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2006",3586.372,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2007",3754.287,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2008",4018.27,"B"
"AUT","HEALTHEXP","TOT","USD_CAP","A","2009",4184.321,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2010",4297.635,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2011",4456.89,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2012",4738.257,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2013",4929.142,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2014",5059.599,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2015",5159.345,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2016",5273.243,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2017",5439.979,"P"
"BEL","HEALTHEXP","TOT","USD_CAP","A","1980",635.39,"D"
"BEL","HEALTHEXP","TOT","USD_CAP","A","1981",739.29,"D"
"BEL","HEALTHEXP","TOT","USD_CAP","A","1982",817.406,"D"
"BEL","HEALTHEXP","TOT","USD_CAP","A","1983",873.266,"D"
"BEL","HEALTHEXP","TOT","USD_CAP","A","1984",905.573,"D"
"BEL","HEALTHEXP","TOT","USD_CAP","A","1985",956.614,"D"
"BEL","HEALTHEXP","TOT","USD_CAP","A","1986",1018.093,"D"
"BEL","HEALTHEXP","TOT","USD_CAP","A","1987",1083.485,"D"
"BEL","HEALTHEXP","TOT","USD_CAP","A","1988",1170.493,"D"
"BEL","HEALTHEXP","TOT","USD_CAP","A","1989",1243.679,"D"
"BEL","HEALTHEXP","TOT","USD_CAP","A","1990",1334.251,"D"
"BEL","HEALTHEXP","TOT","USD_CAP","A","1991",1459.771,"D"
"BEL","HEALTHEXP","TOT","USD_CAP","A","1992",1546.235,"D"
"BEL","HEALTHEXP","TOT","USD_CAP","A","1993",1587.008,"D"
"BEL","HEALTHEXP","TOT","USD_CAP","A","1994",1624.384,"D"
"BEL","HEALTHEXP","TOT","USD_CAP","A","1995",1684.951,"B"
"BEL","HEALTHEXP","TOT","USD_CAP","A","1996",1774.572,
"BEL","HEALTHEXP","TOT","USD_CAP","A","1997",1820.446,
"BEL","HEALTHEXP","TOT","USD_CAP","A","1998",1898.497,
"BEL","HEALTHEXP","TOT","USD_CAP","A","1999",2025.754,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2000",2222.49,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2001",2349.132,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2002",2518.944,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2003",2808.365,"B"
"BEL","HEALTHEXP","TOT","USD_CAP","A","2004",2919.801,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2005",2988.687,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2006",3136.636,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2007",3277.081,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2008",3535.86,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2009",3798.764,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2010",3945.407,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2011",4129.874,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2012",4288.785,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2013",4479.1,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2014",4612.01,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2015",4589.464,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2016",4659.518,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2017",4774.332,"E"
"CAN","HEALTHEXP","TOT","USD_CAP","A","1980",768.993,
"CAN","HEALTHEXP","TOT","USD_CAP","A","1981",885.685,
"CAN","HEALTHEXP","TOT","USD_CAP","A","1982",996.935,
"CAN","HEALTHEXP","TOT","USD_CAP","A","1983",1076.84,
"CAN","HEALTHEXP","TOT","USD_CAP","A","1984",1152.681,
"CAN","HEALTHEXP","TOT","USD_CAP","A","1985",1235.796,
"CAN","HEALTHEXP","TOT","USD_CAP","A","1986",1316.035,
"CAN","HEALTHEXP","TOT","USD_CAP","A","1987",1376.07,
"CAN","HEALTHEXP","TOT","USD_CAP","A","1988",1467.688,
"CAN","HEALTHEXP","TOT","USD_CAP","A","1989",1573.353,
"CAN","HEALTHEXP","TOT","USD_CAP","A","1990",1693.909,
"CAN","HEALTHEXP","TOT","USD_CAP","A","1991",1830.398,
"CAN","HEALTHEXP","TOT","USD_CAP","A","1992",1918,
"CAN","HEALTHEXP","TOT","USD_CAP","A","1993",1968.969,
"CAN","HEALTHEXP","TOT","USD_CAP","A","1994",1998.647,
"CAN","HEALTHEXP","TOT","USD_CAP","A","1995",2002.384,
"CAN","HEALTHEXP","TOT","USD_CAP","A","1996",2003.254,
"CAN","HEALTHEXP","TOT","USD_CAP","A","1997",2099.353,
"CAN","HEALTHEXP","TOT","USD_CAP","A","1998",2246.879,
"CAN","HEALTHEXP","TOT","USD_CAP","A","1999",2318.957,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2000",2421.902,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2001",2608.131,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2002",2742.451,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2003",2913.956,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2004",3076.243,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2005",3282.454,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2006",3499.419,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2007",3667.334,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2008",3812.249,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2009",4101.74,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2010",4225.189,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2011",4252.249,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2012",4315.851,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2013",4468.695,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2014",4538.199,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2015",4632.837,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2016",4721.578,"P"
"CAN","HEALTHEXP","TOT","USD_CAP","A","2017",4826.316,"P"
"CZE","HEALTHEXP","TOT","USD_CAP","A","1990",473.199,
"CZE","HEALTHEXP","TOT","USD_CAP","A","1991",448.997,
"CZE","HEALTHEXP","TOT","USD_CAP","A","1992",470.968,
"CZE","HEALTHEXP","TOT","USD_CAP","A","1993",645.532,
"CZE","HEALTHEXP","TOT","USD_CAP","A","1994",698.735,
"CZE","HEALTHEXP","TOT","USD_CAP","A","1995",788.836,"B"
"CZE","HEALTHEXP","TOT","USD_CAP","A","1996",819.397,
"CZE","HEALTHEXP","TOT","USD_CAP","A","1997",829.168,
"CZE","HEALTHEXP","TOT","USD_CAP","A","1998",837.028,
"CZE","HEALTHEXP","TOT","USD_CAP","A","1999",888.25,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2000",925.57,"B"
"CZE","HEALTHEXP","TOT","USD_CAP","A","2001",1034.407,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2002",1127.527,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2003",1273.189,"B"
"CZE","HEALTHEXP","TOT","USD_CAP","A","2004",1328.6,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2005",1401.039,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2006",1473.271,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2007",1571.414,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2008",1770.855,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2009",2012.43,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2010",1918.685,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2011",2009.165,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2012",2041.567,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2013",2379.927,"B"
"CZE","HEALTHEXP","TOT","USD_CAP","A","2014",2469.139,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2015",2392.635,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2016",2481.697,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2017",2616.372,"E"
"DNK","HEALTHEXP","TOT","USD_CAP","A","1980",832.077,
"DNK","HEALTHEXP","TOT","USD_CAP","A","1981",920.986,
"DNK","HEALTHEXP","TOT","USD_CAP","A","1982",1020.731,
"DNK","HEALTHEXP","TOT","USD_CAP","A","1983",1063.232,
"DNK","HEALTHEXP","TOT","USD_CAP","A","1984",1086.414,
"DNK","HEALTHEXP","TOT","USD_CAP","A","1985",1162.253,
"DNK","HEALTHEXP","TOT","USD_CAP","A","1986",1208.819,
"DNK","HEALTHEXP","TOT","USD_CAP","A","1987",1292.634,
"DNK","HEALTHEXP","TOT","USD_CAP","A","1988",1359.802,
"DNK","HEALTHEXP","TOT","USD_CAP","A","1989",1398.344,
"DNK","HEALTHEXP","TOT","USD_CAP","A","1990",1464.891,
"DNK","HEALTHEXP","TOT","USD_CAP","A","1991",1512.125,
"DNK","HEALTHEXP","TOT","USD_CAP","A","1992",1574.776,
"DNK","HEALTHEXP","TOT","USD_CAP","A","1993",1674.351,
"DNK","HEALTHEXP","TOT","USD_CAP","A","1994",1749.247,
"DNK","HEALTHEXP","TOT","USD_CAP","A","1995",1760.779,
"DNK","HEALTHEXP","TOT","USD_CAP","A","1996",1858.365,
"DNK","HEALTHEXP","TOT","USD_CAP","A","1997",1930.751,
"DNK","HEALTHEXP","TOT","USD_CAP","A","1998",1947.773,
"DNK","HEALTHEXP","TOT","USD_CAP","A","1999",2223.362,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2000",2322.516,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2001",2490.072,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2002",2666.48,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2003",2740.906,"B"
"DNK","HEALTHEXP","TOT","USD_CAP","A","2004",2965.289,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2005",3104.444,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2006",3420.006,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2007",3633.246,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2008",3926.124,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2009",4305.214,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2010",4447.55,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2011",4508.236,"B"
"DNK","HEALTHEXP","TOT","USD_CAP","A","2012",4588.532,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2013",4751.925,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2014",4872.49,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2015",5000.768,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2016",5074.523,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2017",5182.837,"E"
"FIN","HEALTHEXP","TOT","USD_CAP","A","1980",546.245,
"FIN","HEALTHEXP","TOT","USD_CAP","A","1981",615.054,
"FIN","HEALTHEXP","TOT","USD_CAP","A","1982",679.984,
"FIN","HEALTHEXP","TOT","USD_CAP","A","1983",734.91,
"FIN","HEALTHEXP","TOT","USD_CAP","A","1984",786.834,
"FIN","HEALTHEXP","TOT","USD_CAP","A","1985",889.702,
"FIN","HEALTHEXP","TOT","USD_CAP","A","1986",943.286,
"FIN","HEALTHEXP","TOT","USD_CAP","A","1987",1019.615,
"FIN","HEALTHEXP","TOT","USD_CAP","A","1988",1076.141,
"FIN","HEALTHEXP","TOT","USD_CAP","A","1989",1177.562,
"FIN","HEALTHEXP","TOT","USD_CAP","A","1990",1316.247,
"FIN","HEALTHEXP","TOT","USD_CAP","A","1991",1459.701,
"FIN","HEALTHEXP","TOT","USD_CAP","A","1992",1469.746,
"FIN","HEALTHEXP","TOT","USD_CAP","A","1993",1366.951,"B"
"FIN","HEALTHEXP","TOT","USD_CAP","A","1994",1344.072,
"FIN","HEALTHEXP","TOT","USD_CAP","A","1995",1438.203,
"FIN","HEALTHEXP","TOT","USD_CAP","A","1996",1499.188,
"FIN","HEALTHEXP","TOT","USD_CAP","A","1997",1552.596,
"FIN","HEALTHEXP","TOT","USD_CAP","A","1998",1606.152,
"FIN","HEALTHEXP","TOT","USD_CAP","A","1999",1683.693,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2000",1828.671,"B"
"FIN","HEALTHEXP","TOT","USD_CAP","A","2001",1941.466,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2002",2102.233,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2003",2220.904,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2004",2425.275,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2005",2558.813,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2006",2750.952,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2007",2950.171,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2008",3231.159,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2009",3355.563,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2010",3438.852,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2011",3640.716,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2012",3774.076,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2013",3919.589,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2014",3931.38,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2015",4098.952,"B"
"FIN","HEALTHEXP","TOT","USD_CAP","A","2016",4117.913,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2017",4172.592,"E"
"FRA","HEALTHEXP","TOT","USD_CAP","A","1980",654.946,
"FRA","HEALTHEXP","TOT","USD_CAP","A","1985",1012.407,
"FRA","HEALTHEXP","TOT","USD_CAP","A","1990",1413.005,
"FRA","HEALTHEXP","TOT","USD_CAP","A","1991",1508.857,
"FRA","HEALTHEXP","TOT","USD_CAP","A","1992",1602.687,
"FRA","HEALTHEXP","TOT","USD_CAP","A","1993",1702.335,
"FRA","HEALTHEXP","TOT","USD_CAP","A","1994",1769.72,
"FRA","HEALTHEXP","TOT","USD_CAP","A","1995",2054.577,"B"
"FRA","HEALTHEXP","TOT","USD_CAP","A","1996",2112.956,
"FRA","HEALTHEXP","TOT","USD_CAP","A","1997",2174.813,
"FRA","HEALTHEXP","TOT","USD_CAP","A","1998",2259.567,
"FRA","HEALTHEXP","TOT","USD_CAP","A","1999",2353.714,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2000",2506.787,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2001",2678.217,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2002",2866.193,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2003",2844.885,"B"
"FRA","HEALTHEXP","TOT","USD_CAP","A","2004",2960.294,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2005",3124.189,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2006",3369.47,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2007",3516.141,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2008",3686.357,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2009",3916.62,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2010",4036.642,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2011",4206.912,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2012",4276.187,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2013",4533.808,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2014",4666.074,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2015",4656.575,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2016",4773.039,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2017",4902.139,"E"
"DEU","HEALTHEXP","TOT","USD_CAP","A","1980",960.924,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1981",1092.86,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1982",1133.774,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1983",1199.882,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1984",1300.873,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1985",1400.871,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1986",1442.597,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1987",1516.077,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1988",1654.096,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1989",1643.004,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1990",1757.736,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1992",1959.294,"B"
"DEU","HEALTHEXP","TOT","USD_CAP","A","1993",1968.747,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1994",2108.495,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1995",2250.24,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1996",2371.488,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1997",2395.987,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1998",2475.79,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1999",2596.237,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2000",2707.165,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2001",2839.924,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2002",2997.905,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2003",3135.729,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2004",3208.025,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2005",3314.399,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2006",3514.814,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2007",3690.131,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2008",3926.185,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2009",4197.599,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2010",4396.635,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2011",4574.546,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2012",4690.68,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2013",4937.141,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2014",5160.105,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2015",5296.994,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2016",5451.854,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2017",5728.451,"P"
"GRC","HEALTHEXP","TOT","USD_CAP","A","1988",662.516,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1989",779.343,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1990",807.125,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1991",829.034,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1992",927.092,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1993",1041.861,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1994",1184.8,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1995",1228.623,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1996",1270.353,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1997",1319.238,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1998",1365.408,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1999",1433.277,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2000",1413.592,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2001",1675.93,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2002",1862.146,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2003",1956.792,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2004",2018.468,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2005",2301.103,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2006",2557.202,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2007",2653.5,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2008",2895.361,"E"
"GRC","HEALTHEXP","TOT","USD_CAP","A","2009",2874.629,"B"
"GRC","HEALTHEXP","TOT","USD_CAP","A","2010",2693.622,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2011",2378.363,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2012",2245.971,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2013",2195.993,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2014",2133.652,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2015",2187.656,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2016",2262.788,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2017",2324.839,"E"
"HUN","HEALTHEXP","TOT","USD_CAP","A","1991",528.389,
"HUN","HEALTHEXP","TOT","USD_CAP","A","1992",564.33,
"HUN","HEALTHEXP","TOT","USD_CAP","A","1993",580.564,
"HUN","HEALTHEXP","TOT","USD_CAP","A","1994",653.219,
"HUN","HEALTHEXP","TOT","USD_CAP","A","1995",617.17,
"HUN","HEALTHEXP","TOT","USD_CAP","A","1996",620.298,
"HUN","HEALTHEXP","TOT","USD_CAP","A","1997",618.974,
"HUN","HEALTHEXP","TOT","USD_CAP","A","1998",693.54,"B"
"HUN","HEALTHEXP","TOT","USD_CAP","A","1999",748.559,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2000",803.397,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2001",902.719,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2002",1034.427,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2003",1255.487,"B"
"HUN","HEALTHEXP","TOT","USD_CAP","A","2004",1261.448,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2005",1366.018,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2006",1428.601,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2007",1373.973,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2008",1468.822,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2009",1496.674,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2010",1620.969,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2011",1722.904,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2012",1724.265,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2013",1775.902,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2014",1810.395,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2015",1861.888,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2016",1966.456,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2017",2044.647,"P"
"ISL","HEALTHEXP","TOT","USD_CAP","A","1980",734.278,"B"
"ISL","HEALTHEXP","TOT","USD_CAP","A","1981",845.575,
