entity,code,year,life_expectancy
Canada,CAN,1999,78.898003
Canada,CAN,2000,79.113998
Canada,CAN,2001,79.337997
Canada,CAN,2002,79.565002
Canada,CAN,2003,79.791
Canada,CAN,2004,80.013
Canada,CAN,2005,80.23200200000001
Canada,CAN,2006,80.446999
Canada,CAN,2007,80.658997
Canada,CAN,2008,80.870003
Canada,CAN,2009,81.079002
Canada,CAN,2010,81.283997
Canada,CAN,2011,81.48200200000001
Canada,CAN,2012,81.67400400000001
Canada,CAN,2013,81.858002
Canada,CAN,2014,82.035004
Canada,CAN,2015,82.206001
China,CHN,1960,43.724998
China,CHN,1961,44.050999
China,CHN,1962,44.783001
China,CHN,1963,45.972
China,CHN,1964,47.591999
China,CHN,1965,49.549
China,CHN,1966,51.695999
China,CHN,1967,53.847
China,CHN,1968,55.842999
China,CHN,1969,57.603001
China,CHN,1970,59.084998999999996
China,CHN,1971,60.303001
China,CHN,1972,61.344002
China,CHN,1973,62.280998
China,CHN,1974,63.133998999999996
China,CHN,1975,63.915001000000004
China,CHN,1976,64.630997
China,CHN,1977,65.278
China,CHN,1978,65.85700200000001
China,CHN,1979,66.376999
China,CHN,1980,66.843002
China,CHN,1981,67.255997
China,CHN,1982,67.61799599999999
China,CHN,1983,67.932999
China,CHN,1984,68.209999
China,CHN,1985,68.45099599999999
China,CHN,1986,68.66100300000001
China,CHN,1987,68.842003
China,CHN,1988,69.001999
China,CHN,1989,69.150002
China,CHN,1990,69.292999
China,CHN,1991,69.436996
China,CHN,1992,69.586998
China,CHN,1993,69.75
China,CHN,1994,69.934998
China,CHN,1995,70.155998
China,CHN,1996,70.427002
China,CHN,1997,70.747002
China,CHN,1998,71.114998
China,CHN,1999,71.521004
China,CHN,2000,71.95500200000001
China,CHN,2001,72.40100100000001
China,CHN,2002,72.839996
China,CHN,2003,73.25700400000001
China,CHN,2004,73.641998
China,CHN,2005,73.987
China,CHN,2006,74.291
China,CHN,2007,74.561996
China,CHN,2008,74.807999
China,CHN,2009,75.031998
China,CHN,2010,75.236
China,CHN,2011,75.425003
China,CHN,2012,75.601997
China,CHN,2013,75.768997
China,CHN,2014,75.931999
China,CHN,2015,76.092003
Denmark,DNK,1960,72.27600100000001
Denmark,DNK,1961,72.339996
Denmark,DNK,1962,72.402
Denmark,DNK,1963,72.469002
Denmark,DNK,1964,72.545998
Denmark,DNK,1965,72.639
Denmark,DNK,1966,72.747002
Denmark,DNK,1967,72.866997
Denmark,DNK,1968,72.996002
Denmark,DNK,1969,73.130997
Denmark,DNK,1970,73.271004
Denmark,DNK,1971,73.414001
Denmark,DNK,1972,73.559998
Denmark,DNK,1973,73.70300300000001
Denmark,DNK,1974,73.841003
Denmark,DNK,1975,73.969002
Denmark,DNK,1976,74.08000200000001
Denmark,DNK,1977,74.175003
Denmark,DNK,1978,74.251999
Denmark,DNK,1979,74.314003
Denmark,DNK,1980,74.362999
Denmark,DNK,1981,74.402
Denmark,DNK,1982,74.439003
Denmark,DNK,1983,74.476997
Denmark,DNK,1984,74.521004
Denmark,DNK,1985,74.572998
Denmark,DNK,1986,74.63200400000001
Denmark,DNK,1987,74.697998
Denmark,DNK,1988,74.769997
Denmark,DNK,1989,74.849998
Denmark,DNK,1990,74.941002
Denmark,DNK,1991,75.04499799999999
Denmark,DNK,1992,75.166
Denmark,DNK,1993,75.303001
Denmark,DNK,1994,75.457001
Denmark,DNK,1995,75.628998
Denmark,DNK,1996,75.82
Denmark,DNK,1997,76.02600100000001
Denmark,DNK,1998,76.245003
Denmark,DNK,1999,76.474998
Denmark,DNK,2000,76.711998
Denmark,DNK,2001,76.95300300000001
Denmark,DNK,2002,77.195
Denmark,DNK,2003,77.439003
Denmark,DNK,2004,77.683998
Denmark,DNK,2005,77.935997
Denmark,DNK,2006,78.20099599999999
Denmark,DNK,2007,78.483002
Denmark,DNK,2008,78.780998
Denmark,DNK,2009,79.089996
Denmark,DNK,2010,79.399002
Denmark,DNK,2011,79.694
Denmark,DNK,2012,79.964996
Denmark,DNK,2013,80.20500200000001
Denmark,DNK,2014,80.412003
Denmark,DNK,2015,80.586998
Estonia,EST,1960,68.497002
Estonia,EST,1961,68.941002
Estonia,EST,1962,69.306999
Estonia,EST,1963,69.608002
Estonia,EST,1964,69.852997
Estonia,EST,1965,70.052002
Estonia,EST,1966,70.209
Estonia,EST,1967,70.321999
Estonia,EST,1968,70.39299799999999
Estonia,EST,1969,70.427002
Estonia,EST,1970,70.422997
Estonia,EST,1971,70.375999
Estonia,EST,1972,70.287003
Estonia,EST,1973,70.160004
Estonia,EST,1974,70.008003
Estonia,EST,1975,69.841003
Estonia,EST,1976,69.67199699999999
Estonia,EST,1977,69.514
Estonia,EST,1978,69.378998
Estonia,EST,1979,69.278999
Estonia,EST,1980,69.237
Estonia,EST,1981,69.273003
Estonia,EST,1982,69.383003
Estonia,EST,1983,69.552002
Estonia,EST,1984,69.755997
Estonia,EST,1985,69.945999
Estonia,EST,1986,70.060997
Estonia,EST,1987,70.065002
Estonia,EST,1988,69.945
Estonia,EST,1989,69.710999
Estonia,EST,1990,69.402
Estonia,EST,1991,69.072998
Estonia,EST,1992,68.793999
Estonia,EST,1993,68.616997
Estonia,EST,1994,68.569
Estonia,EST,1995,68.660004
Estonia,EST,1996,68.883003
Estonia,EST,1997,69.197998
Estonia,EST,1998,69.569
Estonia,EST,1999,69.978996
Estonia,EST,2000,70.408997
Estonia,EST,2001,70.845001
Estonia,EST,2002,71.285004
Estonia,EST,2003,71.727997
Estonia,EST,2004,72.16999799999999
Estonia,EST,2005,72.622002
Estonia,EST,2006,73.103996
Estonia,EST,2007,73.626999
Estonia,EST,2008,74.189003
Estonia,EST,2009,74.778
Estonia,EST,2010,75.366997
Estonia,EST,2011,75.91999799999999
Estonia,EST,2012,76.410004
Estonia,EST,2013,76.819
Estonia,EST,2014,77.140999
Estonia,EST,2015,77.383003
Finland,FIN,1960,68.720001
Finland,FIN,1961,68.875999
Finland,FIN,1962,69.010002
Finland,FIN,1963,69.130997
Finland,FIN,1964,69.246002
Finland,FIN,1965,69.366997
Finland,FIN,1966,69.5
Finland,FIN,1967,69.649002
Finland,FIN,1968,69.819
Finland,FIN,1969,70.014999
Finland,FIN,1970,70.240997
Finland,FIN,1971,70.501999
Finland,FIN,1972,70.792999
Finland,FIN,1973,71.110001
Finland,FIN,1974,71.446999
Finland,FIN,1975,71.80100300000001
Finland,FIN,1976,72.170998
Finland,FIN,1977,72.547997
Finland,FIN,1978,72.92400400000001
Finland,FIN,1979,73.287003
Finland,FIN,1980,73.622002
Finland,FIN,1981,73.91100300000001
Finland,FIN,1982,74.15100100000001
Finland,FIN,1983,74.341003
Finland,FIN,1984,74.487
Finland,FIN,1985,74.599998
Finland,FIN,1986,74.697998
Finland,FIN,1987,74.79900400000001
Finland,FIN,1988,74.91999799999999
Finland,FIN,1989,75.07
Finland,FIN,1990,75.253998
Finland,FIN,1991,75.469002
Finland,FIN,1992,75.70500200000001
Finland,FIN,1993,75.954002
Finland,FIN,1994,76.209999
Finland,FIN,1995,76.472
Finland,FIN,1996,76.735001
Finland,FIN,1997,76.999001
Finland,FIN,1998,77.262001
Finland,FIN,1999,77.523003
Finland,FIN,2000,77.778999
Finland,FIN,2001,78.028
Finland,FIN,2002,78.272003
Finland,FIN,2003,78.511002
Finland,FIN,2004,78.746002
Finland,FIN,2005,78.977997
Finland,FIN,2006,79.209
Finland,FIN,2007,79.441002
Finland,FIN,2008,79.675003
Finland,FIN,2009,79.907997
Finland,FIN,2010,80.138
Finland,FIN,2011,80.361
Finland,FIN,2012,80.57399699999999
Finland,FIN,2013,80.77600100000001
Finland,FIN,2014,80.967003
Finland,FIN,2015,81.148003
France,FRA,1960,70.047997
France,FRA,1961,70.311996
France,FRA,1962,70.538002
France,FRA,1963,70.730003
France,FRA,1964,70.89299799999999
France,FRA,1965,71.03600300000001
France,FRA,1966,71.16999799999999
France,FRA,1967,71.305
France,FRA,1968,71.449997
France,FRA,1969,71.611
France,FRA,1970,71.792
France,FRA,1971,71.994003
France,FRA,1972,72.209999
France,FRA,1973,72.434998
France,FRA,1974,72.666
France,FRA,1975,72.900002
France,FRA,1976,73.134003
France,FRA,1977,73.365997
France,FRA,1978,73.596001
France,FRA,1979,73.822998
France,FRA,1980,74.04900400000001
France,FRA,1981,74.278999
France,FRA,1982,74.514
France,FRA,1983,74.758003
France,FRA,1984,75.010002
France,FRA,1985,75.268997
France,FRA,1986,75.533997
France,FRA,1987,75.80100300000001
France,FRA,1988,76.066002
France,FRA,1989,76.32800300000001
France,FRA,1990,76.584
France,FRA,1991,76.831001
France,FRA,1992,77.07
France,FRA,1993,77.302002
France,FRA,1994,77.527
France,FRA,1995,77.747002
France,FRA,1996,77.961998
France,FRA,1997,78.175003
France,FRA,1998,78.389999
France,FRA,1999,78.609001
France,FRA,2000,78.834999
France,FRA,2001,79.072998
France,FRA,2002,79.32399699999999
France,FRA,2003,79.585999
France,FRA,2004,79.856003
France,FRA,2005,80.129997
France,FRA,2006,80.403
France,FRA,2007,80.667999
France,FRA,2008,80.92199699999999
France,FRA,2009,81.162003
France,FRA,2010,81.387001
France,FRA,2011,81.598
France,FRA,2012,81.800003
France,FRA,2013,81.996002
France,FRA,2014,82.184998
France,FRA,2015,82.369003
Germany,DEU,1960,69.497002
Germany,DEU,1961,69.70099599999999
Germany,DEU,1962,69.889999
Germany,DEU,1963,70.063004
Germany,DEU,1964,70.222
Germany,DEU,1965,70.363998
Germany,DEU,1966,70.487999
Germany,DEU,1967,70.594002
Germany,DEU,1968,70.689003
Germany,DEU,1969,70.778
Germany,DEU,1970,70.871002
Germany,DEU,1971,70.978996
Germany,DEU,1972,71.108002
Germany,DEU,1973,71.263
Germany,DEU,1974,71.445999
Germany,DEU,1975,71.658997
Germany,DEU,1976,71.897003
Germany,DEU,1977,72.15100100000001
Germany,DEU,1978,72.416
Germany,DEU,1979,72.685997
Germany,DEU,1980,72.959
Germany,DEU,1981,73.235001
Germany,DEU,1982,73.514999
Germany,DEU,1983,73.795998
Germany,DEU,1984,74.074997
Germany,DEU,1985,74.347
Germany,DEU,1986,74.605003
Germany,DEU,1987,74.846001
Germany,DEU,1988,75.071999
Germany,DEU,1989,75.285004
Germany,DEU,1990,75.488998
Germany,DEU,1991,75.693001
Germany,DEU,1992,75.903999
Germany,DEU,1993,76.127998
Germany,DEU,1994,76.36799599999999
Germany,DEU,1995,76.623001
Germany,DEU,1996,76.890999
Germany,DEU,1997,77.166
Germany,DEU,1998,77.442001
Germany,DEU,1999,77.714996
Germany,DEU,2000,77.983002
Germany,DEU,2001,78.246002
Germany,DEU,2002,78.502998
Germany,DEU,2003,78.752998
Germany,DEU,2004,78.994003
Germany,DEU,2005,79.223
Germany,DEU,2006,79.433998
Germany,DEU,2007,79.626999
Germany,DEU,2008,79.803001
Germany,DEU,2009,79.962997
Germany,DEU,2010,80.112999
Germany,DEU,2011,80.254997
Germany,DEU,2012,80.396004
Germany,DEU,2013,80.541
Germany,DEU,2014,80.691002
Germany,DEU,2015,80.848
Ireland,IRL,1960,69.760002
Ireland,IRL,1961,69.941002
Ireland,IRL,1962,70.095001
Ireland,IRL,1963,70.23200200000001
Ireland,IRL,1964,70.359001
Ireland,IRL,1965,70.478996
Ireland,IRL,1966,70.592003
Ireland,IRL,1967,70.696999
Ireland,IRL,1968,70.792999
Ireland,IRL,1969,70.885002
Ireland,IRL,1970,70.976997
Ireland,IRL,1971,71.072998
Ireland,IRL,1972,71.175003
Ireland,IRL,1973,71.288002
Ireland,IRL,1974,71.414001
Ireland,IRL,1975,71.558998
Ireland,IRL,1976,71.724998
Ireland,IRL,1977,71.912003
Ireland,IRL,1978,72.116997
Ireland,IRL,1979,72.336998
Ireland,IRL,1980,72.567001
Ireland,IRL,1981,72.802002
Ireland,IRL,1982,73.03600300000001
Ireland,IRL,1983,73.264999
Ireland,IRL,1984,73.487
Ireland,IRL,1985,73.704002
Ireland,IRL,1986,73.918999
Ireland,IRL,1987,74.137001
Ireland,IRL,1988,74.361
Ireland,IRL,1989,74.586998
Ireland,IRL,1990,74.806999
Ireland,IRL,1991,75.011002
Ireland,IRL,1992,75.192001
Ireland,IRL,1993,75.351997
Ireland,IRL,1994,75.496002
Ireland,IRL,1995,75.639999
Ireland,IRL,1996,75.800003
Ireland,IRL,1997,75.994003
Ireland,IRL,1998,76.23200200000001
Ireland,IRL,1999,76.516998
Ireland,IRL,2000,76.848
Ireland,IRL,2001,77.219002
Ireland,IRL,2002,77.614998
Ireland,IRL,2003,78.01799799999999
Ireland,IRL,2004,78.417
Ireland,IRL,2005,78.80100300000001
Ireland,IRL,2006,79.162003
Ireland,IRL,2007,79.498001
Ireland,IRL,2008,79.806999
Ireland,IRL,2009,80.087997
Ireland,IRL,2010,80.339996
Ireland,IRL,2011,80.564003
Ireland,IRL,2012,80.766998
Ireland,IRL,2013,80.956001
Ireland,IRL,2014,81.134003
Ireland,IRL,2015,81.306999
Israel,ISR,1960,70.538002
Israel,ISR,1961,70.720001
Israel,ISR,1962,70.893997
Israel,ISR,1963,71.060997
Israel,ISR,1964,71.22399899999999
Israel,ISR,1965,71.384003
Israel,ISR,1966,71.540001
Israel,ISR,1967,71.694
Israel,ISR,1968,71.847
Israel,ISR,1969,72.000999
Israel,ISR,1970,72.157997
Israel,ISR,1971,72.32
Israel,ISR,1972,72.486
Israel,ISR,1973,72.657997
Israel,ISR,1974,72.836998
Israel,ISR,1975,73.023003
Israel,ISR,1976,73.216003
Israel,ISR,1977,73.414001
Israel,ISR,1978,73.619003
Israel,ISR,1979,73.829002
Israel,ISR,1980,74.04699699999999
Israel,ISR,1981,74.274002
Israel,ISR,1982,74.511002
Israel,ISR,1983,74.755997
Israel,ISR,1984,75.009003
Israel,ISR,1985,75.268997
Israel,ISR,1986,75.532997
Israel,ISR,1987,75.79900400000001
Israel,ISR,1988,76.065002
Israel,ISR,1989,76.327003
Israel,ISR,1990,76.584
Israel,ISR,1991,76.832001
Israel,ISR,1992,77.072998
Israel,ISR,1993,77.306
Israel,ISR,1994,77.533997
Israel,ISR,1995,77.758003
Israel,ISR,1996,77.981003
Israel,ISR,1997,78.206001
Israel,ISR,1998,78.434998
Israel,ISR,1999,78.670998
Israel,ISR,2000,78.916
Israel,ISR,2001,79.172997
Israel,ISR,2002,79.440002
Israel,ISR,2003,79.71399699999999
Israel,ISR,2004,79.991997
Israel,ISR,2005,80.268997
Israel,ISR,2006,80.538002
Israel,ISR,2007,80.793999
Israel,ISR,2008,81.033997
Israel,ISR,2009,81.25700400000001
Israel,ISR,2010,81.461998
Israel,ISR,2011,81.652
Israel,ISR,2012,81.83000200000001
Israel,ISR,2013,82.001999
Israel,ISR,2014,82.168999
Israel,ISR,2015,82.334999
Japan,JPN,1960,67.887001
Japan,JPN,1961,68.42400400000001
Japan,JPN,1962,68.934998
Japan,JPN,1963,69.42600300000001
Japan,JPN,1964,69.898003
Japan,JPN,1965,70.350998
Japan,JPN,1966,70.78600300000001
Japan,JPN,1967,71.199997
Japan,JPN,1968,71.596001
Japan,JPN,1969,71.980003
Japan,JPN,1970,72.358002
Japan,JPN,1971,72.739998
Japan,JPN,1972,73.130997
Japan,JPN,1973,73.532997
Japan,JPN,1974,73.945
Japan,JPN,1975,74.361
Japan,JPN,1976,74.774002
Japan,JPN,1977,75.17400400000001
Japan,JPN,1978,75.554001
Japan,JPN,1979,75.913002
Japan,JPN,1980,76.251999
Japan,JPN,1981,76.57800300000001
Japan,JPN,1982,76.897003
Japan,JPN,1983,77.212997
Japan,JPN,1984,77.525002
Japan,JPN,1985,77.827003
Japan,JPN,1986,78.111
Japan,JPN,1987,78.372002
Japan,JPN,1988,78.605003
Japan,JPN,1989,78.814003
Japan,JPN,1990,79.003998
Japan,JPN,1991,79.18
Japan,JPN,1992,79.355003
Japan,JPN,1993,79.53600300000001
Japan,JPN,1994,79.726997
Japan,JPN,1995,79.934998
Japan,JPN,1996,80.162003
Japan,JPN,1997,80.403999
Japan,JPN,1998,80.655998
Japan,JPN,1999,80.914001
Japan,JPN,2000,81.170998
Japan,JPN,2001,81.422997
Japan,JPN,2002,81.663002
Japan,JPN,2003,81.886002
Japan,JPN,2004,82.091003
Japan,JPN,2005,82.275002
Japan,JPN,2006,82.438004
Japan,JPN,2007,82.585999
Japan,JPN,2008,82.72200000000001
Japan,JPN,2009,82.849998
Japan,JPN,2010,82.97399899999999
Japan,JPN,2011,83.09700000000001
Japan,JPN,2012,83.22200000000001
Japan,JPN,2013,83.350998
Japan,JPN,2014,83.484001
Japan,JPN,2015,83.622002
Netherlands,NLD,1960,73.26799799999999
Netherlands,NLD,1961,73.35700200000001
Netherlands,NLD,1962,73.427002
Netherlands,NLD,1963,73.478996
Netherlands,NLD,1964,73.521004
Netherlands,NLD,1965,73.555
Netherlands,NLD,1966,73.586998
Netherlands,NLD,1967,73.623001
Netherlands,NLD,1968,73.667
Netherlands,NLD,1969,73.725998
Netherlands,NLD,1970,73.807999
Netherlands,NLD,1971,73.917
Netherlands,NLD,1972,74.054001
Netherlands,NLD,1973,74.216003
Netherlands,NLD,1974,74.40100100000001
Netherlands,NLD,1975,74.605003
Netherlands,NLD,1976,74.822998
Netherlands,NLD,1977,75.04699699999999
Netherlands,NLD,1978,75.269997
Netherlands,NLD,1979,75.486
Netherlands,NLD,1980,75.689003
Netherlands,NLD,1981,75.875
Netherlands,NLD,1982,76.043999
Netherlands,NLD,1983,76.197998
Netherlands,NLD,1984,76.336998
Netherlands,NLD,1985,76.461998
Netherlands,NLD,1986,76.57599599999999
Netherlands,NLD,1987,76.682999
Netherlands,NLD,1988,76.787003
Netherlands,NLD,1989,76.889999
Netherlands,NLD,1990,76.99299599999999
Netherlands,NLD,1991,77.098
Netherlands,NLD,1992,77.202003
Netherlands,NLD,1993,77.307999
Netherlands,NLD,1994,77.416
Netherlands,NLD,1995,77.528
Netherlands,NLD,1996,77.641998
Netherlands,NLD,1997,77.762001
Netherlands,NLD,1998,77.889
Netherlands,NLD,1999,78.028
Netherlands,NLD,2000,78.186996
Netherlands,NLD,2001,78.373001
Netherlands,NLD,2002,78.589996
Netherlands,NLD,2003,78.836998
Netherlands,NLD,2004,79.110001
Netherlands,NLD,2005,79.40100100000001
Netherlands,NLD,2006,79.702003
Netherlands,NLD,2007,80.000999
Netherlands,NLD,2008,80.287003
Netherlands,NLD,2009,80.554001
Netherlands,NLD,2010,80.79699699999999
Netherlands,NLD,2011,81.014
Netherlands,NLD,2012,81.209999
Netherlands,NLD,2013,81.389
Netherlands,NLD,2014,81.555
Netherlands,NLD,2015,81.709999
New Zealand,NZL,1960,71.0
New Zealand,NZL,1961,71.08000200000001
New Zealand,NZL,1962,71.139
New Zealand,NZL,1963,71.179001
New Zealand,NZL,1964,71.20500200000001
New Zealand,NZL,1965,71.225998
New Zealand,NZL,1966,71.247002
New Zealand,NZL,1967,71.27600100000001
New Zealand,NZL,1968,71.32
New Zealand,NZL,1969,71.383003
New Zealand,NZL,1970,71.467003
New Zealand,NZL,1971,71.572998
New Zealand,NZL,1972,71.696999
New Zealand,NZL,1973,71.834999
New Zealand,NZL,1974,71.987
New Zealand,NZL,1975,72.154999
New Zealand,NZL,1976,72.339996
New Zealand,NZL,1977,72.542999
New Zealand,NZL,1978,72.760002
New Zealand,NZL,1979,72.986
New Zealand,NZL,1980,73.209
New Zealand,NZL,1981,73.416
New Zealand,NZL,1982,73.599998
New Zealand,NZL,1983,73.763
New Zealand,NZL,1984,73.908997
New Zealand,NZL,1985,74.055
New Zealand,NZL,1986,74.225998
New Zealand,NZL,1987,74.436996
New Zealand,NZL,1988,74.699997
New Zealand,NZL,1989,75.011002
New Zealand,NZL,1990,75.360001
New Zealand,NZL,1991,75.724998
New Zealand,NZL,1992,76.082001
New Zealand,NZL,1993,76.414001
New Zealand,NZL,1994,76.716003
New Zealand,NZL,1995,76.988998
New Zealand,NZL,1996,77.244003
New Zealand,NZL,1997,77.497002
New Zealand,NZL,1998,77.760002
New Zealand,NZL,1999,78.03600300000001
New Zealand,NZL,2000,78.32399699999999
New Zealand,NZL,2001,78.620003
New Zealand,NZL,2002,78.914001
New Zealand,NZL,2003,79.199997
New Zealand,NZL,2004,79.47399899999999
New Zealand,NZL,2005,79.734001
New Zealand,NZL,2006,79.980003
New Zealand,NZL,2007,80.21399699999999
New Zealand,NZL,2008,80.438004
New Zealand,NZL,2009,80.653
New Zealand,NZL,2010,80.85700200000001
New Zealand,NZL,2011,81.050003
New Zealand,NZL,2012,81.23200200000001
New Zealand,NZL,2013,81.404999
New Zealand,NZL,2014,81.57
New Zealand,NZL,2015,81.728996
Norway,NOR,1960,73.496002
Norway,NOR,1961,73.499001
Norway,NOR,1962,73.510002
Norway,NOR,1963,73.537003
Norway,NOR,1964,73.584
Norway,NOR,1965,73.653999
Norway,NOR,1966,73.739998
Norway,NOR,1967,73.834999
Norway,NOR,1968,73.932999
Norway,NOR,1969,74.033997
Norway,NOR,1970,74.139999
Norway,NOR,1971,74.254997
Norway,NOR,1972,74.384003
Norway,NOR,1973,74.528999
Norway,NOR,1974,74.686996
Norway,NOR,1975,74.856003
Norway,NOR,1976,75.031998
Norway,NOR,1977,75.210999
Norway,NOR,1978,75.385002
Norway,NOR,1979,75.54900400000001
Norway,NOR,1980,75.696999
Norway,NOR,1981,75.82
Norway,NOR,1982,75.917999
Norway,NOR,1983,75.997002
Norway,NOR,1984,76.060997
Norway,NOR,1985,76.121002
Norway,NOR,1986,76.190002
Norway,NOR,1987,76.280998
Norway,NOR,1988,76.400002
Norway,NOR,1989,76.550003
Norway,NOR,1990,76.728996
Norway,NOR,1991,76.931999
Norway,NOR,1992,77.146004
Norway,NOR,1993,77.361
Norway,NOR,1994,77.574997
Norway,NOR,1995,77.782997
Norway,NOR,1996,77.985001
Norway,NOR,1997,78.183998
Norway,NOR,1998,78.384003
Norway,NOR,1999,78.585999
Norway,NOR,2000,78.792999
Norway,NOR,2001,79.010002
Norway,NOR,2002,79.237
Norway,NOR,2003,79.47399899999999
Norway,NOR,2004,79.720001
Norway,NOR,2005,79.971001
Norway,NOR,2006,80.222
Norway,NOR,2007,80.468002
Norway,NOR,2008,80.70500200000001
Norway,NOR,2009,80.93
Norway,NOR,2010,81.139999
Norway,NOR,2011,81.334999
Norway,NOR,2012,81.51799799999999
Norway,NOR,2013,81.691002
Norway,NOR,2014,81.856003
Norway,NOR,2015,82.015999
Portugal,PRT,1960,63.422001
Portugal,PRT,1961,63.835999
Portugal,PRT,1962,64.241997
Portugal,PRT,1963,64.641998
Portugal,PRT,1964,65.033997
Portugal,PRT,1965,65.420998
Portugal,PRT,1966,65.803001
Portugal,PRT,1967,66.182999
Portugal,PRT,1968,66.565002
Portugal,PRT,1969,66.949997
Portugal,PRT,1970,67.33899699999999
Portugal,PRT,1971,67.733002
Portugal,PRT,1972,68.133003
Portugal,PRT,1973,68.53600300000001
Portugal,PRT,1974,68.944
Portugal,PRT,1975,69.358002
Portugal,PRT,1976,69.779999
Portugal,PRT,1977,70.209999
Portugal,PRT,1978,70.643997
Portugal,PRT,1979,71.07800300000001
Portugal,PRT,1980,71.505997
Portugal,PRT,1981,71.92400400000001
Portugal,PRT,1982,72.324997
Portugal,PRT,1983,72.70300300000001
Portugal,PRT,1984,73.056
Portugal,PRT,1985,73.375999
Portugal,PRT,1986,73.658997
Portugal,PRT,1987,73.906998
Portugal,PRT,1988,74.125
Portugal,PRT,1989,74.319
Portugal,PRT,1990,74.496002
Portugal,PRT,1991,74.662003
Portugal,PRT,1992,74.82599599999999
Portugal,PRT,1993,74.998001
Portugal,PRT,1994,75.182999
Portugal,PRT,1995,75.388
Portugal,PRT,1996,75.61799599999999
Portugal,PRT,1997,75.871002
Portugal,PRT,1998,76.14299799999999
Portugal,PRT,1999,76.433998
Portugal,PRT,2000,76.744003
Portugal,PRT,2001,77.071999
Portugal,PRT,2002,77.414001
Portugal,PRT,2003,77.763
Portugal,PRT,2004,78.114998
Portugal,PRT,2005,78.459999
Portugal,PRT,2006,78.793999
Portugal,PRT,2007,79.112
Portugal,PRT,2008,79.41100300000001
Portugal,PRT,2009,79.689003
Portugal,PRT,2010,79.945999
Portugal,PRT,2011,80.183998
Portugal,PRT,2012,80.406998
Portugal,PRT,2013,80.620003
Portugal,PRT,2014,80.827003
Portugal,PRT,2015,81.028999
Russia,RUS,1960,66.791
Russia,RUS,1961,67.333
Russia,RUS,1962,67.755997
Russia,RUS,1963,68.071999
Russia,RUS,1964,68.293999
